date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:22	12084/12084	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Jun%202018%2008:28:53%20GMT	https://www.eivp-paris.fr/themes/custom/boots/assets/images/eivp-logo-color.svg	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/themes/custom/boots/assets/images/eivp-logo-color.svg	(from https://www.eivp-paris.fr/)
16:15:22	73346/73346	---MCZ	200	added ('OK')	text/html	etag:%221782718241%22	https://www.eivp-paris.fr/suivez-leivp-sur-les-reseaux-sociaux	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/suivez-leivp-sur-les-reseaux-sociaux.html	(from https://www.eivp-paris.fr/)
16:15:23	81145/81145	---MCZ	200	added ('OK')	text/html	etag:%221782717438%22	https://www.eivp-paris.fr/vie-etudiante-campus	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/vie-etudiante-campus.html	(from https://www.eivp-paris.fr/)
16:15:23	74170/74170	---MCZ	200	added ('OK')	text/html	etag:%221782718391%22	https://www.eivp-paris.fr/vous-etes	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/vous-etes.html	(from https://www.eivp-paris.fr/)
16:15:23	71096/71096	---MCZ	200	added ('OK')	text/html	etag:%221782720176%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain.html	(from https://www.eivp-paris.fr/)
16:15:23	78319/78319	---MCZ	200	added ('OK')	text/html	etag:%221782728601%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/histoire	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/histoire.html	(from https://www.eivp-paris.fr/)
16:15:23	77606/77606	---MCZ	200	added ('OK')	text/html	etag:%221782720862%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/strategie	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/strategie.html	(from https://www.eivp-paris.fr/)
16:15:24	71515/71515	---MCZ	200	added ('OK')	text/html	etag:%221782754557%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/strategie/gouvernance	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/strategie/gouvernance.html	(from https://www.eivp-paris.fr/)
16:15:24	90650/90650	---MCZ	200	added ('OK')	text/html	etag:%221782742226%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/strategie/decisions-et-deliberations	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/strategie/decisions-et-deliberations.html	(from https://www.eivp-paris.fr/)
16:15:24	83198/83198	---MCZ	200	added ('OK')	text/html	etag:%221782740820%22	https://www.eivp-paris.fr/actualites	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/actualites.html	(from https://www.eivp-paris.fr/)
16:15:24	69069/69069	---MCZ	200	added ('OK')	text/html	etag:%221782728606%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/membre-fondateur-de-luniversite-gustave-eiffel	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/membre-fondateur-de-luniversite-gustave-eiffel.html	(from https://www.eivp-paris.fr/)
16:15:25	83968/83968	---MCZ	200	added ('OK')	text/html	etag:%221782717859%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/responsabilite-environnementale-sociale-et-societale	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/responsabilite-environnementale-sociale-et-societale.html	(from https://www.eivp-paris.fr/)
16:15:25	108547/108547	---MCZ	200	added ('OK')	text/html	etag:%221782721382%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite.html	(from https://www.eivp-paris.fr/)
16:15:25	72680/72680	---MCZ	200	added ('OK')	text/html	etag:%221782730122%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-1-pauvrete	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-1-pauvrete.html	(from https://www.eivp-paris.fr/)
16:15:25	73012/73012	---MCZ	200	added ('OK')	text/html	etag:%221782732997%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-2-faim-et	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-2-faim-et.html	(from https://www.eivp-paris.fr/)
16:15:26	73408/73408	---MCZ	200	added ('OK')	text/html	etag:%221782764198%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-3-sante	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-3-sante.html	(from https://www.eivp-paris.fr/)
16:15:26	74045/74045	---MCZ	200	added ('OK')	text/html	etag:%221782740001%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-4-education	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-4-education.html	(from https://www.eivp-paris.fr/)
16:15:26	73138/73138	---MCZ	200	added ('OK')	text/html	etag:%221782738667%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-5-egalite-des-sexes	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-5-egalite-des-sexes.html	(from https://www.eivp-paris.fr/)
16:15:26	72718/72718	---MCZ	200	added ('OK')	text/html	etag:%221782746978%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-6-eau-et	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-6-eau-et.html	(from https://www.eivp-paris.fr/)
16:15:26	73220/73220	---MCZ	200	added ('OK')	text/html	etag:%221782725784%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-7-energie	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-7-energie.html	(from https://www.eivp-paris.fr/)
16:15:27	73064/73064	---MCZ	200	added ('OK')	text/html	etag:%221782724216%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-8-croissance	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-8-croissance.html	(from https://www.eivp-paris.fr/)
16:15:27	72461/72461	---MCZ	200	added ('OK')	text/html	etag:%221782751555%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-9-infrastructures	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-9-infrastructures.html	(from https://www.eivp-paris.fr/)
16:15:27	72930/72930	---MCZ	200	added ('OK')	text/html	etag:%221782716841%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-10-reduction-des	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-10-reduction-des.html	(from https://www.eivp-paris.fr/)
16:15:27	72737/72737	---MCZ	200	added ('OK')	text/html	etag:%221782764284%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-11-villes	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-11-villes.html	(from https://www.eivp-paris.fr/)
16:15:28	73066/73066	---MCZ	200	added ('OK')	text/html	etag:%221782729347%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-12-consommation-et	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-12-consommation-et.html	(from https://www.eivp-paris.fr/)
16:15:28	72660/72660	---MCZ	200	added ('OK')	text/html	etag:%221782727058%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-13-changements	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-13-changements.html	(from https://www.eivp-paris.fr/)
16:15:28	71951/71951	---MCZ	200	added ('OK')	text/html	etag:%221782734339%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-14-oceans	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-14-oceans.html	(from https://www.eivp-paris.fr/)
16:15:28	72069/72069	---MCZ	200	added ('OK')	text/html	etag:%221782735949%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-15-forets	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-15-forets.html	(from https://www.eivp-paris.fr/)
16:15:29	72753/72753	---MCZ	200	added ('OK')	text/html	etag:%221782738921%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-16-paix-et-justice	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-16-paix-et-justice.html	(from https://www.eivp-paris.fr/)
16:15:29	71882/71882	---MCZ	200	added ('OK')	text/html	etag:%221782741204%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-17-partenariats	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/nos-actions-odd-pour-la-planete-et-lhumanite/odd-17-partenariats.html	(from https://www.eivp-paris.fr/)
16:15:29	67060/67060	---MCZ	200	added ('OK')	text/html	etag:%221782728612%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/leivp-achete	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/leivp-achete.html	(from https://www.eivp-paris.fr/)
16:15:29	74868/74868	---MCZ	200	added ('OK')	text/html	etag:%221782717999%22	https://www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/leivp-recrute	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/la-grande-ecole-du-genie-urbain/leivp-recrute.html	(from https://www.eivp-paris.fr/)
16:15:30	77145/77145	---MCZ	200	added ('OK')	text/html	etag:%221782718188%22	https://www.eivp-paris.fr/formations	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations.html	(from https://www.eivp-paris.fr/)
16:15:30	101299/101299	---MCZ	200	added ('OK')	text/html	etag:%221782717359%22	https://www.eivp-paris.fr/formations/ingenieur-e-en-genie-urbain	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/ingenieur-e-en-genie-urbain.html	(from https://www.eivp-paris.fr/)
16:15:30	92157/92157	---MCZ	200	added ('OK')	text/html	etag:%221782717397%22	https://www.eivp-paris.fr/formations/ingenieur-e-en-genie-urbain/informations-et-admissions	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/ingenieur-e-en-genie-urbain/informations-et-admissions.html	(from https://www.eivp-paris.fr/)
16:15:30	90078/90078	---MCZ	200	added ('OK')	text/html	etag:%221782721317%22	https://www.eivp-paris.fr/formations/ingenieure-en-genie-urbain/stages-eivp	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/ingenieure-en-genie-urbain/stages-eivp.html	(from https://www.eivp-paris.fr/)
16:15:31	73695/73695	---MCZ	200	added ('OK')	text/html	etag:%221782722257%22	https://www.eivp-paris.fr/formations/ingenieure-en-genie-urbain/et-apres-eivp	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/ingenieure-en-genie-urbain/et-apres-eivp.html	(from https://www.eivp-paris.fr/)
16:15:31	73019/73019	---MCZ	200	added ('OK')	text/html	etag:%221782719353%22	https://www.eivp-paris.fr/formations/integrer-les-bicursus-ingenieur-e-architecte-ou-architecte-ingenieur-e	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/integrer-les-bicursus-ingenieur-e-architecte-ou-architecte-ingenieur-e.html	(from https://www.eivp-paris.fr/)
16:15:31	76584/76584	---MCZ	200	added ('OK')	text/html	etag:%221782716947%22	https://www.eivp-paris.fr/formations/masteres-specialises	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/masteres-specialises.html	(from https://www.eivp-paris.fr/)
16:15:32	84713/84713	---MCZ	200	added ('OK')	text/html	etag:%221782718999%22	https://www.eivp-paris.fr/formations/masteres-specialises/urbantic	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/masteres-specialises/urbantic.html	(from https://www.eivp-paris.fr/)
16:15:32	86665/86665	---MCZ	200	added ('OK')	text/html	etag:%221782719004%22	https://www.eivp-paris.fr/formations/masteres-specialises/urbeausep	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/masteres-specialises/urbeausep.html	(from https://www.eivp-paris.fr/)
16:15:32	88579/88579	---MCZ	200	added ('OK')	text/html	etag:%221782726211%22	https://www.eivp-paris.fr/formationsmasteres-specialises/urbanergy	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formationsmasteres-specialises/urbanergy.html	(from https://www.eivp-paris.fr/)
16:15:32	73953/73953	---MCZ	200	added ('OK')	text/html	etag:%221782720625%22	https://www.eivp-paris.fr/formations/formation-continue	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/formation-continue.html	(from https://www.eivp-paris.fr/)
16:15:33	100860/100860	---MCZ	200	added ('OK')	text/html	etag:%221782717368%22	https://www.eivp-paris.fr/formations/formation-continue/d-praug-programmation-architecturale-urbaine-et-genie-urbain	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/formation-continue/d-praug-programmation-architecturale-urbaine-et-genie-urbain.html	(from https://www.eivp-paris.fr/)
16:15:33	72842/72842	---MCZ	200	added ('OK')	text/html	etag:%221782723481%22	https://www.eivp-paris.fr/formations/formation-continue/offre-de-formation-continue	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/formation-continue/offre-de-formation-continue.html	(from https://www.eivp-paris.fr/)
16:15:33	71742/71742	---MCZ	200	added ('OK')	text/html	etag:%221782735249%22	https://www.eivp-paris.fr/formations/formation-continue/vae	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/formation-continue/vae.html	(from https://www.eivp-paris.fr/)
16:15:33	72001/72001	---MCZ	200	added ('OK')	text/html	etag:%221782730810%22	https://www.eivp-paris.fr/formations/formation-continue/admissions-des-internationaux-hors-ue	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/formation-continue/admissions-des-internationaux-hors-ue.html	(from https://www.eivp-paris.fr/)
16:15:34	69799/69799	---MCZ	200	added ('OK')	text/html	etag:%221782719921%22	https://www.eivp-paris.fr/financer-sa-formation	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/financer-sa-formation.html	(from https://www.eivp-paris.fr/)
16:15:34	84116/84116	---MCZ	200	added ('OK')	text/html	etag:%221782718302%22	https://www.eivp-paris.fr/formations/9-raisons-de-rejoindre-leivp	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/9-raisons-de-rejoindre-leivp.html	(from https://www.eivp-paris.fr/)
16:15:34	75463/75463	---MCZ	200	added ('OK')	text/html	etag:%221782723987%22	https://www.eivp-paris.fr/formations/foire-aux-questions	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/formations/foire-aux-questions.html	(from https://www.eivp-paris.fr/)
16:15:34	83757/83757	---MCZ	200	added ('OK')	text/html	etag:%221782717608%22	https://www.eivp-paris.fr/international	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international.html	(from https://www.eivp-paris.fr/)
16:15:35	78734/78734	---MCZ	200	added ('OK')	text/html	etag:%221782722926%22	https://www.eivp-paris.fr/international/urban-planning-program	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international/urban-planning-program.html	(from https://www.eivp-paris.fr/)
16:15:35	70335/70335	---MCZ	200	added ('OK')	text/html	etag:%221782733457%22	https://www.eivp-paris.fr/international/how-get-visa	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international/how-get-visa.html	(from https://www.eivp-paris.fr/)
16:15:35	76722/76722	---MCZ	200	added ('OK')	text/html	etag:%221782720530%22	https://www.eivp-paris.fr/international/study-at-eivp	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international/study-at-eivp.html	(from https://www.eivp-paris.fr/)
16:15:35	71171/71171	---MCZ	200	added ('OK')	text/html	etag:%221782721456%22	https://www.eivp-paris.fr/international/languages	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international/languages.html	(from https://www.eivp-paris.fr/)
16:15:36	80343/80343	---MCZ	200	added ('OK')	text/html	etag:%221782723510%22	https://www.eivp-paris.fr/international/student-life	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international/student-life.html	(from https://www.eivp-paris.fr/)
16:15:36	70617/70617	---MCZ	200	added ('OK')	text/html	etag:%221782716831%22	https://www.eivp-paris.fr/international/international-partnerships	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/international/international-partnerships.html	(from https://www.eivp-paris.fr/)
16:15:36	69956/69956	---MCZ	200	added ('OK')	text/html	etag:%221782720189%22	https://www.eivp-paris.fr/entreprises	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/entreprises.html	(from https://www.eivp-paris.fr/)
16:15:36	75135/75135	---MCZ	200	added ('OK')	text/html	etag:%221782718830%22	https://www.eivp-paris.fr/entreprises/recruter-nos-eleves-apprentis-et-diplomes	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/entreprises/recruter-nos-eleves-apprentis-et-diplomes.html	(from https://www.eivp-paris.fr/)
16:15:37	74133/74133	---MCZ	200	added ('OK')	text/html	etag:%221782731020%22	https://www.eivp-paris.fr/entreprises/soutenir-leivp	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/entreprises/soutenir-leivp.html	(from https://www.eivp-paris.fr/)
16:15:37	80772/80772	---MCZ	200	added ('OK')	text/html	etag:%221782726166%22	https://www.eivp-paris.fr/entreprises/taxe-apprentissage	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/entreprises/taxe-apprentissage.html	(from https://www.eivp-paris.fr/)
16:15:37	74079/74079	---MCZ	200	added ('OK')	text/html	etag:%221782730913%22	https://www.eivp-paris.fr/entreprises/entrepreneuriat	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/entreprises/entrepreneuriat.html	(from https://www.eivp-paris.fr/)
16:15:37	72951/72951	---MCZ	200	added ('OK')	text/html	etag:%221782718639%22	https://www.eivp-paris.fr/entreprises/partenariats-de-recherche	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/entreprises/partenariats-de-recherche.html	(from https://www.eivp-paris.fr/)
16:15:38	78637/78637	---MCZ	200	added ('OK')	text/html	etag:%221782718647%22	https://www.eivp-paris.fr/observatoire-des-metiers-et-competences-ville-de-demain	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/observatoire-des-metiers-et-competences-ville-de-demain.html	(from https://www.eivp-paris.fr/)
16:15:38	71355/71355	---MCZ	200	added ('OK')	text/html	etag:%221782718651%22	https://www.eivp-paris.fr/recherche	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche.html	(from https://www.eivp-paris.fr/)
16:15:38	70022/70022	---MCZ	200	added ('OK')	text/html	etag:%221782718656%22	https://www.eivp-paris.fr/recherche/lequipe	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/lequipe.html	(from https://www.eivp-paris.fr/)
16:15:38	100863/100863	---MCZ	200	added ('OK')	text/html	etag:%221782718663%22	https://www.eivp-paris.fr/recherche/nos-projets-de-recherche	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/nos-projets-de-recherche.html	(from https://www.eivp-paris.fr/)
16:15:38	490/490	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202026%2014:15:39%20GMT	https://www.eivp-paris.fr/laboratoires-de-recherche	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/laboratoires-de-recherche	(from https://www.eivp-paris.fr/)
16:15:39	66817/66817	---MCZ	200	added ('OK')	text/html	etag:%221782718676%22	https://www.eivp-paris.fr/recherche/laboratoires-de-recherche	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/laboratoires-de-recherche.html	(from https://www.eivp-paris.fr/)
16:15:39	87765/87765	---MCZ	200	added ('OK')	text/html	etag:%221782718682%22	https://www.eivp-paris.fr/recherche/chaires-denseignement-et-de-recherche	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/chaires-denseignement-et-de-recherche.html	(from https://www.eivp-paris.fr/)
16:15:39	69466/69466	---MCZ	200	added ('OK')	text/html	etag:%221782718690%22	https://www.eivp-paris.fr/recherche/investissez-dans-une-chaire-dentreprise	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/investissez-dans-une-chaire-dentreprise.html	(from https://www.eivp-paris.fr/)
16:15:39	149930/149930	---MCZ	200	added ('OK')	text/html	etag:%221782718697%22	https://www.eivp-paris.fr/recherche/nos-articles-scientifiques	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/nos-articles-scientifiques.html	(from https://www.eivp-paris.fr/)
16:15:40	76972/76972	---MCZ	200	added ('OK')	text/html	etag:%221782718702%22	https://www.eivp-paris.fr/evenements/journees-du-genie-urbain-2023	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/evenements/journees-du-genie-urbain-2023.html	(from https://www.eivp-paris.fr/)
16:15:40	69978/69978	---MCZ	200	added ('OK')	text/html	etag:%221782718707%22	https://www.eivp-paris.fr/recherche/universites-dete-de-leivp-2007-2021	C:/Mes%20Sites%20Web/EIVP/www.eivp-paris.fr/recherche/universites-dete-de-leivp-2007-2021.html	(from https://www.eivp-paris.fr/)
